N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Accidente_Grave;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente;Riesgo_peatones;Joven_inexperto
191;Brasil;Belo Horizonte;44568;Manana;Urbano;Calle;Lluvioso;1;105;16;Masculino;1;1;Grave;4;3;Error humano;105;Si
192;Brasil;Belo Horizonte;44810;Manana;Urbano;Calle;Lluvioso;1;30;17;Femenino;2;0;No grave;17;1;Falla tecnica;60;Si
193;Brasil;Salvador de Bahia;44785;Noche;Urbano;Carretera;Neblinoso;1;59;67;Femenino;0;1;No grave;17;0;Clima;0;No
194;Brasil;Salvador de Bahia;44683;Manana;Urbano;Carretera;Nevoso;2;115;17;Masculino;1;1;Grave;11;3;Error humano;115;Si
195;Brasil;Salvador de Bahia;44685;Tarde;Rural;Calle;Nevoso;1;55;38;Masculino;2;1;Grave;7;3;Error humano;110;No
196;Brasil;Sao Paulo;44714;Noche;Urbano;Carretera;Despejado;1;65;36;Femenino;2;0;No grave;3;1;Clima;130;No
197;Brasil;Belo Horizonte;44622;Tarde;Urbano;Carretera;Lluvioso;2;54;35;Femenino;1;1;Grave;4;2;Falla tecnica;54;No
198;Brasil;Sao Paulo;44714;Tarde;Rural;Calle;Neblinoso;4;52;51;Masculino;2;0;Grave;8;2;Error humano;104;No
199;Brasil;Sao Paulo;44663;Noche;Urbano;Calle;Lluvioso;4;38;25;Femenino;2;1;Grave;5;3;Error humano;76;Si
200;Brasil;Belo Horizonte;44644;Noche;Urbano;Carretera;Neblinoso;3;103;51;Masculino;1;2;Grave;4;3;Error humano;103;No
201;Brasil;Sao Paulo;44777;Noche;Urbano;Carretera;Neblinoso;3;70;16;Femenino;1;0;No grave;4;4;Falla tecnica;70;Si
202;Brasil;Rio De Janeiro;44562;Manana;Urbano;Calle;Nevoso;2;106;22;Femenino;2;2;Grave;14;2;Error humano;212;Si
203;Brasil;Puerto Alegre;44712;Tarde;Urbano;Calle;Despejado;2;119;32;Masculino;1;0;Grave;3;4;Error humano;119;No
204;Brasil;Belo Horizonte;44663;Noche;Urbano;Calle;Despejado;3;57;34;Femenino;0;1;Grave;5;2;Error humano;0;No
205;Brasil;Puerto Alegre;44806;Manana;Urbano;Calle;Lluvioso;1;62;22;Femenino;1;1;Grave;0;1;Falla tecnica;62;Si
206;Brasil;Salvador de Bahia;44717;Tarde;Urbano;Calle;Despejado;2;59;39;Femenino;2;2;Grave;10;1;Error humano;118;No
207;Brasil;Belo Horizonte;44683;Tarde;Urbano;Calle;Nevoso;2;52;28;Masculino;1;0;Grave;6;3;Clima;52;No
208;Brasil;Sao Paulo;44567;Tarde;Urbano;Carretera;Despejado;2;32;23;Femenino;0;2;No grave;18;4;Error humano;0;Si
209;Brasil;Belo Horizonte;44653;Noche;Urbano;Calle;Lluvioso;2;72;25;Femenino;1;0;Grave;19;2;Falla tecnica;72;Si
210;Brasil;Puerto Alegre;44869;Manana;Rural;Calle;Lluvioso;1;107;63;Masculino;1;0;Grave;10;4;Error humano;107;No
211;Brasil;Belo Horizonte;44687;Tarde;Urbano;Calle;Nevoso;2;73;24;Masculino;0;1;Grave;1;2;Error humano;0;Si
212;Brasil;Sao Paulo;44754;Noche;Rural;Calle;Lluvioso;2;69;51;Masculino;2;2;Grave;8;1;Clima;138;No
213;Brasil;Belo Horizonte;44684;Manana;Urbano;Calle;Despejado;2;63;27;Femenino;1;2;Grave;18;3;Error humano;63;No
214;Brasil;Sao Paulo;44926;Noche;Rural;Carretera;Nevoso;3;104;74;Femenino;0;2;Grave;13;0;Error humano;0;No
215;Brasil;Puerto Alegre;44736;Noche;Urbano;Carretera;Lluvioso;4;38;40;Femenino;1;2;Grave;3;1;Clima;38;No
216;Brasil;Sao Paulo;44683;Manana;Urbano;Carretera;Despejado;1;50;54;Masculino;2;0;No grave;15;1;Clima;100;No
217;Brasil;Sao Paulo;44868;Noche;Urbano;Calle;Despejado;3;40;19;Femenino;1;0;Grave;17;1;Error humano;40;Si
218;Brasil;Belo Horizonte;44564;Noche;Urbano;Carretera;Neblinoso;3;93;59;Femenino;1;0;Grave;9;0;Error humano;93;No
219;Brasil;Belo Horizonte;44616;Noche;Rural;Calle;Lluvioso;2;48;40;Femenino;1;0;Grave;8;1;Error humano;48;No
220;Brasil;Sao Paulo;44652;Manana;Urbano;Calle;Lluvioso;4;80;20;Masculino;0;1;Grave;19;2;Error humano;0;Si
221;Brasil;Salvador de Bahia;44654;Tarde;Rural;Calle;Neblinoso;1;72;59;Masculino;0;1;Grave;5;1;Clima;0;No
222;Brasil;Belo Horizonte;44683;Noche;Rural;Calle;Neblinoso;2;93;62;Femenino;0;0;Grave;16;4;Falla tecnica;0;No
223;Brasil;Puerto Alegre;44846;Tarde;Urbano;Carretera;Lluvioso;4;50;39;Femenino;0;2;Grave;9;4;Error humano;0;No
224;Brasil;Rio De Janeiro;44563;Noche;Urbano;Calle;Neblinoso;3;104;16;Masculino;1;2;Grave;19;4;Error humano;104;Si
225;Brasil;Puerto Alegre;44632;Noche;Rural;Carretera;Despejado;1;87;69;Masculino;1;0;Grave;19;3;Error humano;87;No
226;Brasil;Rio De Janeiro;44595;Noche;Urbano;Calle;Nevoso;2;100;23;Femenino;1;1;Grave;1;1;Error humano;100;Si
227;Brasil;Sao Paulo;44679;Manana;Urbano;Calle;Lluvioso;4;91;73;Femenino;0;1;Grave;17;3;Clima;0;No
228;Brasil;Puerto Alegre;44926;Manana;Urbano;Calle;Neblinoso;2;57;20;Femenino;2;2;No grave;5;0;Clima;114;Si
229;Brasil;Sao Paulo;44594;Tarde;Rural;Carretera;Despejado;3;72;55;Femenino;2;0;Grave;18;4;Falla tecnica;144;No
230;Brasil;Belo Horizonte;44897;Tarde;Rural;Calle;Despejado;1;47;43;Femenino;0;1;Grave;15;4;Error humano;0;No
231;Brasil;Puerto Alegre;44804;Noche;Urbano;Calle;Lluvioso;3;114;16;Masculino;2;1;Grave;17;0;Error humano;228;Si
232;Brasil;Salvador de Bahia;44846;Noche;Urbano;Calle;Lluvioso;2;38;24;Masculino;2;1;Grave;18;0;Error humano;76;Si
233;Brasil;Sao Paulo;44621;Manana;Urbano;Carretera;Neblinoso;3;48;42;Masculino;2;1;Grave;14;2;Error humano;96;No
234;Brasil;Rio De Janeiro;44684;Noche;Urbano;Carretera;Neblinoso;3;116;31;Masculino;1;2;Grave;0;0;Error humano;116;No
235;Brasil;Puerto Alegre;44682;Tarde;Urbano;Calle;Despejado;1;59;19;Femenino;1;2;Grave;6;3;Error humano;59;Si
236;Brasil;Belo Horizonte;44902;Manana;Urbano;Calle;Nevoso;2;60;16;Masculino;0;1;Grave;12;0;Falla tecnica;0;Si
237;Brasil;Puerto Alegre;44687;Noche;Urbano;Calle;Nevoso;2;43;22;Femenino;1;1;No grave;6;4;Error humano;43;Si
238;Brasil;Puerto Alegre;44907;Noche;Urbano;Carretera;Neblinoso;1;36;18;Masculino;0;1;No grave;8;4;Clima;0;Si
239;Brasil;Sao Paulo;44811;Noche;Urbano;Calle;Despejado;3;45;50;Femenino;2;2;No grave;13;1;Falla tecnica;90;No
240;Brasil;Rio De Janeiro;44585;Noche;Urbano;Calle;Lluvioso;3;108;23;Femenino;1;1;Grave;1;3;Error humano;108;Si
241;Brasil;Salvador de Bahia;44877;Manana;Urbano;Carretera;Lluvioso;4;34;66;Femenino;1;0;No grave;10;4;Error humano;34;No
242;Brasil;Sao Paulo;44744;Noche;Urbano;Calle;Lluvioso;1;67;23;Femenino;2;2;Grave;8;3;Falla tecnica;134;Si
243;Brasil;Rio De Janeiro;44774;Noche;Urbano;Calle;Neblinoso;2;48;69;Femenino;2;1;No grave;17;1;Error humano;96;No
244;Brasil;Rio De Janeiro;44740;Noche;Urbano;Calle;Neblinoso;3;42;16;Femenino;0;1;Grave;0;3;Error humano;0;Si
245;Brasil;Sao Paulo;44594;Manana;Urbano;Carretera;Nevoso;4;110;63;Masculino;1;0;Grave;13;4;Error humano;110;No
246;Brasil;Salvador de Bahia;44683;Tarde;Urbano;Calle;Lluvioso;2;105;38;Femenino;0;2;Grave;12;4;Error humano;0;No
247;Brasil;Sao Paulo;44865;Tarde;Urbano;Carretera;Nevoso;3;50;69;Femenino;1;1;Grave;10;0;Falla tecnica;50;No
248;Brasil;Belo Horizonte;44658;Noche;Rural;Calle;Neblinoso;2;46;43;Masculino;1;1;Grave;5;4;Error humano;46;No
249;Brasil;Puerto Alegre;44766;Manana;Urbano;Carretera;Nevoso;2;81;17;Femenino;0;0;Grave;17;2;Error humano;0;Si
250;Brasil;Rio De Janeiro;44663;Tarde;Urbano;Calle;Despejado;3;111;35;Femenino;0;2;Grave;16;0;Error humano;0;No
251;Brasil;Belo Horizonte;44775;Tarde;Urbano;Carretera;Lluvioso;4;112;60;Masculino;2;1;Grave;5;1;Error humano;224;No
252;Brasil;Belo Horizonte;44567;Manana;Urbano;Calle;Despejado;2;45;17;Femenino;2;0;No grave;10;2;Clima;90;Si
253;Brasil;Rio De Janeiro;44684;Noche;Urbano;Calle;Lluvioso;2;52;17;Masculino;2;2;Grave;12;2;Error humano;104;Si
254;Brasil;Salvador de Bahia;44679;Tarde;Urbano;Calle;Neblinoso;1;46;27;Femenino;2;2;No grave;18;3;Error humano;92;No
255;Brasil;Sao Paulo;44632;Tarde;Urbano;Carretera;Despejado;2;50;16;Masculino;1;1;No grave;0;1;Error humano;50;Si
256;Brasil;Puerto Alegre;44867;Manana;Urbano;Calle;Lluvioso;1;109;16;Masculino;1;0;Grave;9;1;Error humano;109;Si
257;Brasil;Sao Paulo;44714;Noche;Urbano;Calle;Neblinoso;3;55;18;Femenino;0;0;Grave;18;0;Clima;0;Si
258;Brasil;Rio De Janeiro;44592;Tarde;Urbano;Calle;Neblinoso;3;59;24;Femenino;0;0;Grave;3;4;Error humano;0;Si
259;Brasil;Rio De Janeiro;44688;Manana;Urbano;Calle;Nevoso;1;53;19;Masculino;0;2;No grave;6;0;Error humano;0;Si
260;Brasil;Puerto Alegre;44816;Noche;Rural;Carretera;Nevoso;1;87;70;Masculino;0;0;Grave;6;4;Error humano;0;No
261;Brasil;Puerto Alegre;44622;Tarde;Urbano;Calle;Despejado;3;54;47;Femenino;2;2;Grave;0;3;Error humano;108;No
262;Brasil;Salvador de Bahia;44623;Noche;Rural;Calle;Nevoso;4;105;53;Femenino;0;1;Grave;18;0;Error humano;0;No
263;Brasil;Salvador de Bahia;44683;Noche;Rural;Carretera;Neblinoso;3;81;73;Masculino;2;0;Grave;0;0;Error humano;162;No
264;Brasil;Puerto Alegre;44713;Noche;Urbano;Calle;Neblinoso;4;70;16;Femenino;0;2;Grave;18;2;Error humano;0;Si
265;Brasil;Rio De Janeiro;44846;Tarde;Urbano;Calle;Lluvioso;1;43;65;Femenino;0;1;No grave;13;2;Error humano;0;No
266;Brasil;Salvador de Bahia;44897;Noche;Urbano;Calle;Lluvioso;2;101;16;Femenino;1;1;Grave;4;2;Error humano;101;Si
267;Brasil;Puerto Alegre;44926;Manana;Urbano;Calle;Lluvioso;4;65;20;Masculino;0;2;No grave;11;0;Falla tecnica;0;Si
268;Brasil;Belo Horizonte;44807;Noche;Urbano;Carretera;Nevoso;3;55;17;Masculino;2;0;Grave;14;2;Clima;110;Si
269;Brasil;Sao Paulo;44683;Noche;Urbano;Calle;Lluvioso;2;99;20;Femenino;1;2;Grave;13;1;Error humano;99;Si
270;Brasil;Belo Horizonte;44595;Tarde;Rural;Calle;Neblinoso;3;114;61;Masculino;0;2;Grave;10;1;Error humano;0;No
271;Brasil;Salvador de Bahia;44836;Manana;Urbano;Carretera;Despejado;1;82;22;Masculino;0;0;Grave;0;4;Error humano;0;Si
272;Brasil;Salvador de Bahia;44719;Manana;Urbano;Carretera;Despejado;3;96;29;Femenino;1;0;Grave;2;4;Falla tecnica;96;No
273;Brasil;Puerto Alegre;44877;Noche;Urbano;Calle;Nevoso;3;81;33;Masculino;0;1;Grave;17;4;Falla tecnica;0;No
274;Brasil;Salvador de Bahia;44926;Noche;Urbano;Calle;Lluvioso;4;44;17;Masculino;1;2;No grave;3;2;Error humano;44;Si
275;Brasil;Puerto Alegre;44594;Manana;Urbano;Calle;Lluvioso;1;74;26;Masculino;0;1;Grave;11;1;Error humano;0;No
276;Brasil;Rio De Janeiro;44625;Manana;Urbano;Calle;Lluvioso;2;100;44;Masculino;0;0;Grave;12;0;Error humano;0;No
277;Brasil;Sao Paulo;44907;Noche;Rural;Carretera;Lluvioso;3;38;70;Femenino;1;2;No grave;1;2;Falla tecnica;38;No
278;Brasil;Rio De Janeiro;44683;Noche;Urbano;Calle;Lluvioso;4;77;16;Masculino;2;0;Grave;10;0;Error humano;154;Si
279;Brasil;Puerto Alegre;44816;Noche;Urbano;Calle;Lluvioso;4;50;19;Femenino;1;0;Grave;17;1;Clima;50;Si
280;Brasil;Salvador de Bahia;44595;Noche;Urbano;Carretera;Lluvioso;3;90;56;Masculino;1;0;Grave;9;3;Error humano;90;No
281;Brasil;Belo Horizonte;44779;Noche;Rural;Calle;Lluvioso;3;77;48;Masculino;0;1;Grave;15;1;Error humano;0;No
282;Brasil;Salvador de Bahia;44736;Noche;Urbano;Calle;Nevoso;1;56;20;Masculino;0;0;No grave;5;1;Falla tecnica;0;Si
283;Brasil;Puerto Alegre;44839;Noche;Urbano;Calle;Despejado;3;41;27;Masculino;0;2;Grave;0;3;Error humano;0;No
284;Brasil;Belo Horizonte;44594;Manana;Urbano;Calle;Lluvioso;4;59;44;Masculino;2;2;Grave;16;2;Falla tecnica;118;No
285;Brasil;Puerto Alegre;44901;Noche;Urbano;Carretera;Lluvioso;1;109;21;Masculino;2;1;Grave;15;3;Error humano;218;Si
286;Brasil;Rio De Janeiro;44688;Manana;Rural;Carretera;Neblinoso;4;49;44;Femenino;0;2;No grave;19;3;Clima;0;No
287;Brasil;Puerto Alegre;44593;Noche;Urbano;Carretera;Nevoso;4;92;33;Femenino;2;1;Grave;4;4;Error humano;184;No
288;Brasil;Rio De Janeiro;44877;Manana;Urbano;Calle;Neblinoso;3;80;26;Femenino;0;0;Grave;13;4;Clima;0;No
289;Brasil;Belo Horizonte;44595;Manana;Urbano;Calle;Neblinoso;4;34;26;Masculino;0;0;Grave;11;1;Falla tecnica;0;No
290;Brasil;Sao Paulo;44712;Noche;Urbano;Carretera;Nevoso;2;81;32;Masculino;0;2;Grave;11;2;Error humano;0;No
291;Brasil;Belo Horizonte;44568;Tarde;Rural;Calle;Lluvioso;3;36;74;Masculino;2;2;No grave;8;4;Error humano;72;No
292;Brasil;Sao Paulo;44797;Noche;Urbano;Carretera;Lluvioso;3;110;28;Masculino;2;0;Grave;15;2;Error humano;220;No
293;Brasil;Puerto Alegre;44623;Tarde;Urbano;Calle;Neblinoso;3;60;24;Masculino;1;1;Grave;19;1;Error humano;60;Si
294;Brasil;Sao Paulo;44687;Noche;Urbano;Calle;Lluvioso;3;35;64;Masculino;0;1;No grave;3;1;Error humano;0;No
295;Brasil;Belo Horizonte;44832;Tarde;Urbano;Calle;Neblinoso;2;106;18;Femenino;1;2;Grave;11;1;Error humano;106;Si
296;Brasil;Belo Horizonte;44693;Tarde;Urbano;Calle;Lluvioso;2;41;30;Femenino;1;0;Grave;15;1;Falla tecnica;41;No
297;Brasil;Sao Paulo;44775;Noche;Urbano;Calle;Nevoso;3;60;63;Femenino;0;0;Grave;8;4;Error humano;0;No
298;Brasil;Rio De Janeiro;44718;Noche;Urbano;Calle;Lluvioso;3;51;17;Femenino;0;1;No grave;7;1;Error humano;0;Si
299;Brasil;Salvador de Bahia;44866;Manana;Rural;Calle;Lluvioso;4;65;37;Masculino;0;1;Grave;11;2;Error humano;0;No
300;Brasil;Belo Horizonte;44766;Noche;Rural;Calle;Neblinoso;4;43;68;Masculino;0;2;No grave;13;4;Clima;0;No
301;Brasil;Belo Horizonte;44926;Manana;Rural;Carretera;Despejado;2;104;51;Femenino;1;0;Grave;0;0;Error humano;104;No
302;Brasil;Sao Paulo;44871;Tarde;Rural;Calle;Neblinoso;3;109;48;Femenino;1;0;Grave;12;1;Error humano;109;No
303;Brasil;Salvador de Bahia;44926;Noche;Urbano;Calle;Lluvioso;3;42;17;Femenino;2;0;Grave;16;4;Error humano;84;Si
304;Brasil;Puerto Alegre;44773;Tarde;Urbano;Carretera;Lluvioso;3;83;72;Masculino;0;1;Grave;14;3;Error humano;0;No
305;Brasil;Sao Paulo;44679;Noche;Urbano;Carretera;Neblinoso;3;64;23;Femenino;0;2;Grave;17;4;Clima;0;Si
306;Brasil;Belo Horizonte;44811;Noche;Urbano;Calle;Lluvioso;4;97;22;Femenino;0;1;Grave;18;2;Error humano;0;Si
307;Brasil;Belo Horizonte;44806;Noche;Urbano;Carretera;Neblinoso;4;64;16;Femenino;1;1;Grave;10;4;Clima;64;Si
308;Brasil;Salvador de Bahia;44807;Tarde;Urbano;Carretera;Despejado;2;106;56;Masculino;2;0;Grave;15;1;Error humano;212;No
309;Brasil;Belo Horizonte;44592;Manana;Rural;Calle;Nevoso;2;48;48;Femenino;0;2;Grave;1;0;Error humano;0;No
310;Brasil;Sao Paulo;44632;Noche;Urbano;Carretera;Despejado;4;42;33;Masculino;0;2;Grave;12;3;Clima;0;No
311;Brasil;Rio De Janeiro;44594;Noche;Urbano;Calle;Nevoso;2;97;64;Femenino;0;0;Grave;18;4;Clima;0;No
312;Brasil;Puerto Alegre;44599;Tarde;Urbano;Calle;Neblinoso;4;80;39;Femenino;1;2;Grave;5;3;Error humano;80;No
313;Brasil;Puerto Alegre;44604;Tarde;Urbano;Calle;Nevoso;1;95;16;Masculino;2;0;Grave;19;3;Error humano;190;Si
314;Brasil;Sao Paulo;44604;Noche;Urbano;Calle;Neblinoso;2;112;27;Masculino;0;2;Grave;14;1;Error humano;0;No
315;Brasil;Salvador de Bahia;44865;Tarde;Urbano;Carretera;Lluvioso;2;94;72;Masculino;0;1;Grave;18;2;Error humano;0;No
316;Brasil;Sao Paulo;44835;Noche;Urbano;Carretera;Lluvioso;3;96;45;Femenino;1;1;Grave;11;4;Error humano;96;No
317;Brasil;Salvador de Bahia;44778;Noche;Urbano;Calle;Lluvioso;3;50;24;Femenino;1;1;No grave;18;3;Clima;50;Si
318;Brasil;Rio De Janeiro;44897;Tarde;Urbano;Calle;Nevoso;4;58;17;Femenino;1;2;Grave;9;4;Error humano;58;Si
319;Brasil;Puerto Alegre;44567;Noche;Urbano;Carretera;Lluvioso;2;57;19;Femenino;2;1;Grave;18;4;Error humano;114;Si
320;Brasil;Sao Paulo;44724;Noche;Urbano;Carretera;Neblinoso;1;102;65;Masculino;0;1;Grave;2;2;Error humano;0;No
321;Brasil;Salvador de Bahia;44564;Noche;Urbano;Carretera;Neblinoso;1;58;17;Masculino;1;2;No grave;11;0;Clima;58;Si
322;Brasil;Sao Paulo;44836;Manana;Urbano;Calle;Nevoso;1;67;25;Femenino;0;0;Grave;12;1;Error humano;0;Si
323;Brasil;Puerto Alegre;44926;Tarde;Rural;Calle;Lluvioso;3;53;40;Masculino;2;1;Grave;16;1;Error humano;106;No
324;Brasil;Rio De Janeiro;44686;Tarde;Urbano;Calle;Despejado;1;54;17;Masculino;1;1;No grave;12;1;Error humano;54;Si
325;Brasil;Rio De Janeiro;44566;Noche;Rural;Calle;Neblinoso;2;94;54;Masculino;0;0;Grave;16;0;Error humano;0;No
326;Brasil;Salvador de Bahia;44926;Manana;Urbano;Carretera;Neblinoso;4;38;16;Femenino;0;2;Grave;4;0;Error humano;0;Si
327;Brasil;Belo Horizonte;44777;Manana;Urbano;Carretera;Lluvioso;4;97;30;Masculino;2;2;Grave;10;3;Error humano;194;No
328;Brasil;Sao Paulo;44919;Manana;Rural;Carretera;Lluvioso;4;54;66;Femenino;1;1;No grave;10;1;Error humano;54;No
329;Brasil;Salvador de Bahia;44907;Tarde;Urbano;Calle;Nevoso;1;97;23;Masculino;0;1;Grave;2;4;Error humano;0;Si
330;Brasil;Puerto Alegre;44718;Noche;Urbano;Calle;Lluvioso;1;52;33;Femenino;0;1;No grave;0;2;Error humano;0;No
331;Brasil;Salvador de Bahia;44744;Tarde;Rural;Carretera;Lluvioso;4;101;75;Masculino;2;1;Grave;6;2;Error humano;202;No
332;Brasil;Salvador de Bahia;44685;Noche;Urbano;Calle;Neblinoso;1;71;25;Femenino;0;1;Grave;7;3;Error humano;0;Si
333;Brasil;Belo Horizonte;44773;Manana;Rural;Calle;Lluvioso;2;99;75;Masculino;0;1;Grave;17;4;Clima;0;No
334;Brasil;Sao Paulo;44592;Manana;Urbano;Calle;Lluvioso;1;119;16;Femenino;2;0;Grave;13;4;Error humano;238;Si
335;Brasil;Puerto Alegre;44779;Noche;Urbano;Calle;Lluvioso;3;72;16;Masculino;0;0;Grave;10;2;Falla tecnica;0;Si
336;Brasil;Rio De Janeiro;44740;Noche;Urbano;Calle;Nevoso;4;33;30;Femenino;0;0;Grave;19;2;Error humano;0;No
337;Brasil;Salvador de Bahia;44693;Tarde;Urbano;Calle;Neblinoso;1;81;16;Masculino;1;0;Grave;18;1;Error humano;81;Si
338;Brasil;Salvador de Bahia;44654;Tarde;Urbano;Calle;Neblinoso;2;58;21;Femenino;0;1;Grave;16;4;Error humano;0;Si
339;Brasil;Sao Paulo;44744;Noche;Rural;Carretera;Neblinoso;3;60;40;Masculino;2;2;Grave;8;2;Clima;120;No
340;Brasil;Salvador de Bahia;44567;Tarde;Urbano;Carretera;Despejado;2;84;65;Femenino;0;1;Grave;2;4;Error humano;0;No
341;Brasil;Belo Horizonte;44773;Noche;Urbano;Carretera;Neblinoso;4;86;28;Masculino;0;1;Grave;13;4;Clima;0;No
342;Brasil;Salvador de Bahia;44714;Noche;Urbano;Calle;Neblinoso;2;66;63;Femenino;1;0;Grave;18;2;Error humano;66;No
343;Brasil;Belo Horizonte;44566;Manana;Rural;Calle;Lluvioso;3;83;38;Femenino;0;0;Grave;0;2;Falla tecnica;0;No
344;Brasil;Puerto Alegre;44867;Noche;Urbano;Calle;Neblinoso;1;64;22;Masculino;2;1;No grave;12;2;Error humano;128;Si
345;Brasil;Rio De Janeiro;44893;Tarde;Urbano;Carretera;Despejado;2;88;24;Masculino;2;0;Grave;0;3;Falla tecnica;176;Si
346;Brasil;Salvador de Bahia;44809;Tarde;Urbano;Calle;Nevoso;2;42;32;Masculino;0;0;Grave;18;3;Falla tecnica;0;No
347;Brasil;Sao Paulo;44901;Tarde;Urbano;Carretera;Despejado;4;61;17;Masculino;0;2;Grave;8;4;Error humano;0;Si
348;Brasil;Belo Horizonte;44679;Manana;Urbano;Carretera;Nevoso;2;115;40;Masculino;0;2;Grave;9;0;Error humano;0;No
349;Brasil;Puerto Alegre;44644;Noche;Rural;Carretera;Despejado;1;58;48;Femenino;0;2;Grave;18;0;Falla tecnica;0;No
350;Brasil;Sao Paulo;44597;Tarde;Rural;Carretera;Despejado;1;54;36;Masculino;1;1;No grave;0;3;Error humano;54;No
351;Brasil;Rio De Janeiro;44604;Tarde;Urbano;Calle;Lluvioso;3;73;17;Femenino;0;0;Grave;18;0;Falla tecnica;0;Si
352;Brasil;Salvador de Bahia;44683;Tarde;Rural;Calle;Neblinoso;4;73;58;Femenino;1;1;Grave;6;2;Falla tecnica;73;No
353;Brasil;Rio De Janeiro;44683;Noche;Urbano;Carretera;Nevoso;3;115;58;Femenino;2;1;Grave;0;1;Error humano;230;No
354;Brasil;Sao Paulo;44724;Tarde;Urbano;Calle;Lluvioso;1;96;22;Masculino;1;1;Grave;2;1;Error humano;96;Si
355;Brasil;Puerto Alegre;44806;Noche;Urbano;Calle;Nevoso;2;46;26;Masculino;0;0;No grave;2;1;Falla tecnica;0;No
356;Brasil;Puerto Alegre;44627;Noche;Urbano;Calle;Neblinoso;2;97;16;Masculino;2;2;Grave;7;4;Error humano;194;Si
357;Brasil;Rio De Janeiro;44785;Noche;Urbano;Carretera;Nevoso;1;94;28;Femenino;2;2;Grave;1;2;Clima;188;No
358;Brasil;Puerto Alegre;44654;Noche;Urbano;Calle;Despejado;2;75;55;Masculino;1;0;Grave;1;4;Clima;75;No
359;Brasil;Salvador de Bahia;44597;Noche;Urbano;Calle;Despejado;1;30;19;Femenino;1;2;Grave;16;4;Error humano;30;Si
360;Brasil;Salvador de Bahia;44749;Noche;Urbano;Calle;Despejado;4;76;75;Masculino;1;1;Grave;9;2;Error humano;76;No
361;Brasil;Belo Horizonte;44620;Tarde;Urbano;Calle;Lluvioso;3;92;17;Femenino;0;2;Grave;5;4;Clima;0;Si
362;Brasil;Salvador de Bahia;44656;Noche;Rural;Carretera;Despejado;1;51;64;Masculino;1;1;No grave;10;1;Error humano;51;No
363;Brasil;Belo Horizonte;44773;Tarde;Urbano;Calle;Despejado;4;103;16;Femenino;1;0;Grave;12;4;Error humano;103;Si
364;Brasil;Puerto Alegre;44596;Manana;Urbano;Calle;Nevoso;3;44;42;Masculino;1;1;Grave;7;3;Error humano;44;No
365;Brasil;Salvador de Bahia;44900;Manana;Urbano;Calle;Despejado;2;88;16;Femenino;1;1;Grave;7;2;Error humano;88;Si
366;Brasil;Salvador de Bahia;44777;Noche;Urbano;Calle;Despejado;2;95;16;Masculino;0;0;Grave;5;4;Error humano;0;Si
367;Brasil;Puerto Alegre;44653;Noche;Rural;Calle;Neblinoso;1;82;48;Masculino;0;1;Grave;19;2;Error humano;0;No
368;Brasil;Belo Horizonte;44585;Manana;Urbano;Carretera;Lluvioso;2;71;33;Masculino;1;0;Grave;10;4;Error humano;71;No
369;Brasil;Belo Horizonte;44926;Noche;Urbano;Carretera;Lluvioso;1;86;21;Masculino;0;0;Grave;9;3;Error humano;0;Si
370;Brasil;Salvador de Bahia;44740;Noche;Urbano;Calle;Despejado;2;116;33;Masculino;0;1;Grave;9;0;Error humano;0;No
371;Brasil;Rio De Janeiro;44806;Manana;Urbano;Calle;Nevoso;2;81;22;Femenino;1;1;Grave;9;1;Error humano;81;Si
372;Brasil;Puerto Alegre;44744;Tarde;Urbano;Calle;Nevoso;2;54;49;Masculino;0;0;Grave;14;0;Clima;0;No
373;Brasil;Sao Paulo;44693;Noche;Urbano;Calle;Lluvioso;2;41;16;Femenino;0;1;Grave;4;2;Error humano;0;Si
374;Brasil;Puerto Alegre;44744;Tarde;Urbano;Calle;Despejado;1;71;16;Masculino;1;2;Grave;14;2;Error humano;71;Si
375;Brasil;Belo Horizonte;44655;Noche;Urbano;Calle;Lluvioso;1;100;19;Masculino;2;2;Grave;19;0;Error humano;200;Si
376;Brasil;Puerto Alegre;44688;Noche;Urbano;Calle;Lluvioso;4;40;20;Masculino;1;2;No grave;19;4;Error humano;40;Si
377;Brasil;Puerto Alegre;44867;Tarde;Urbano;Carretera;Neblinoso;3;60;21;Masculino;0;2;No grave;6;4;Error humano;0;Si
378;Brasil;Belo Horizonte;44871;Noche;Urbano;Calle;Lluvioso;3;102;23;Masculino;2;1;Grave;9;1;Error humano;204;Si
379;Brasil;Belo Horizonte;44832;Tarde;Urbano;Carretera;Lluvioso;4;39;37;Masculino;1;0;Grave;2;1;Error humano;39;No
380;Brasil;Puerto Alegre;44775;Tarde;Urbano;Calle;Lluvioso;4;70;16;Masculino;2;0;Grave;7;4;Clima;140;Si
381;Brasil;Sao Paulo;44835;Noche;Urbano;Carretera;Despejado;2;45;17;Femenino;0;0;No grave;16;3;Error humano;0;Si
382;Brasil;Puerto Alegre;44653;Noche;Rural;Carretera;Lluvioso;4;37;73;Masculino;1;2;Grave;1;1;Error humano;37;No
