N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Gravedad_del_accidente;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente
181;Brasil;Belo Horizonte;02-10-2022;Tarde;Urbano;Carretera;Nevoso;3;54;16;Masculino;2;2;No Grave;8;3;Clima
182;Brasil;Salvador de Bahia;31-07-2022;Manana;Rural;Calle;Despejado;2;107;56;Femenino;2;0;No Grave;5;2;Conducir en estado de ebriedad
183;Brasil;Belo Horizonte;01-12-2022;Tarde;Urbano;Carretera;Neblinoso;3;118;35;Masculino;0;0;Grave;5;0;Exceso de velocidad
184;Brasil;Belo Horizonte;12-03-2022;Noche;Rural;Carretera;Despejado;4;108;16;Masculino;0;1;Grave;14;0;Conducir distraido
185;Brasil;Belo Horizonte;02-10-2022;Manana;Urbano;Carretera;Nevoso;4;42;24;Masculino;2;2;Grave;7;3;Conducir distraido
186;Brasil;Belo Horizonte;04-06-2022;Tarde;Urbano;Carretera;Neblinoso;1;79;21;Masculino;2;0;Grave;4;3;Conducir en estado de ebriedad
187;Brasil;Belo Horizonte;24-08-2022;Noche;Urbano;Carretera;Nevoso;1;72;17;Femenino;0;2;No Grave;2;4;Exceso de velocidad
188;Brasil;Rio De Janeiro;24-06-2022;Noche;Rural;Carretera;Nevoso;3;84;61;Masculino;0;1;No Grave;6;4;Clima
189;Brasil;Sao Paulo;06-02-2022;Tarde;Urbano;Carretera principal;Nevoso;3;75;72;Masculino;2;0;No Grave;15;4;Exceso de velocidad
190;Brasil;Rio De Janeiro;12-03-2022;Manana;Rural;Carretera principal;Lluvioso;2;102;44;Masculino;2;2;No Grave;17;2;Conducir en estado de ebriedad
191;Brasil;Belo Horizonte;07-01-2022;Manana;Rural;Carretera principal;Ventoso;1;105;16;Masculino;1;1;Grave;4;3;Falla mecanica
192;Brasil;Belo Horizonte;06-09-2022;Manana;Rural;Calle;Ventoso;1;30;17;Femenino;2;0;No Grave;17;1;Falla mecanica
193;Brasil;Salvador de Bahia;12-08-2022;Noche;Urbano;Carretera principal;Neblinoso;1;59;67;Femenino;0;1;Grave;17;0;Clima
194;Brasil;Salvador de Bahia;02-05-2022;Manana;Rural;Carretera;Nevoso;2;115;17;Masculino;1;1;Grave;11;3;Falla mecanica
195;Brasil;Salvador de Bahia;04-05-2022;Tarde;Rural;Calle;Nevoso;1;55;38;Masculino;2;1;Grave;7;3;Conducir distraido
196;Brasil;Sao Paulo;02-06-2022;Noche;Urbano;Carretera;Despejado;1;65;36;Femenino;2;0;No Grave;3;1;Clima
197;Brasil;Belo Horizonte;02-03-2022;Tarde;Urbano;Carretera;Ventoso;2;54;35;Femenino;1;1;Grave;4;2;Falla mecanica
198;Brasil;Sao Paulo;02-06-2022;Tarde;Rural;Calle;Neblinoso;4;52;51;Masculino;2;0;Grave;8;2;Conducir en estado de ebriedad
199;Brasil;Sao Paulo;12-04-2022;Noche;Urbano;Calle;Ventoso;4;38;25;Femenino;2;1;Grave;5;3;Exceso de velocidad
200;Brasil;Belo Horizonte;24-03-2022;Noche;Urbano;Carretera;Neblinoso;3;103;51;Masculino;1;2;Grave;4;3;Falla mecanica
201;Brasil;Sao Paulo;04-08-2022;Noche;Rural;Carretera;Neblinoso;3;70;16;Femenino;1;0;No Grave;4;4;Falla mecanica
202;Brasil;Rio De Janeiro;01-01-2022;Manana;Rural;Carretera principal;Nevoso;2;106;22;Femenino;2;2;Grave;14;2;Conducir distraido
203;Brasil;Puerto Alegre;31-05-2022;Tarde;Urbano;Carretera principal;Despejado;2;119;32;Masculino;1;0;No Grave;3;4;Falla mecanica
204;Brasil;Belo Horizonte;12-04-2022;Noche;Urbano;Calle;Despejado;3;57;34;Femenino;0;1;Grave;5;2;Conducir en estado de ebriedad
205;Brasil;Puerto Alegre;02-09-2022;Manana;Urbano;Calle;Ventoso;1;62;22;Femenino;1;1;Grave;0;1;Falla mecanica
206;Brasil;Salvador de Bahia;05-06-2022;Tarde;Urbano;Calle;Despejado;2;59;39;Femenino;2;2;Grave;10;1;Conducir en estado de ebriedad
207;Brasil;Belo Horizonte;02-05-2022;Tarde;Rural;Carretera principal;Nevoso;2;52;28;Masculino;1;0;Grave;6;3;Clima
208;Brasil;Sao Paulo;06-01-2022;Tarde;Urbano;Carretera;Despejado;2;32;23;Femenino;0;2;No Grave;18;4;Conducir distraido
209;Brasil;Belo Horizonte;02-04-2022;Noche;Urbano;Calle;Ventoso;2;72;25;Femenino;1;0;Grave;19;2;Falla mecanica
210;Brasil;Puerto Alegre;04-11-2022;Manana;Rural;Calle;Ventoso;1;107;63;Masculino;1;0;Grave;10;4;Falla mecanica
211;Brasil;Belo Horizonte;06-05-2022;Tarde;Urbano;Calle;Nevoso;2;73;24;Masculino;0;1;Grave;1;2;Conducir en estado de ebriedad
212;Brasil;Sao Paulo;12-07-2022;Noche;Rural;Calle;Ventoso;2;69;51;Masculino;2;2;Grave;8;1;Clima
213;Brasil;Belo Horizonte;03-05-2022;Manana;Urbano;Carretera principal;Despejado;2;63;27;Femenino;1;2;Grave;18;3;Conducir distraido
214;Brasil;Sao Paulo;31-12-2022;Noche;Rural;Carretera principal;Nevoso;3;104;74;Femenino;0;2;No Grave;13;0;Falla mecanica
215;Brasil;Puerto Alegre;24-06-2022;Noche;Urbano;Carretera;Ventoso;4;38;40;Femenino;1;2;Grave;3;1;Clima
216;Brasil;Sao Paulo;02-05-2022;Manana;Urbano;Carretera principal;Despejado;1;50;54;Masculino;2;0;Grave;15;1;Clima
217;Brasil;Sao Paulo;03-11-2022;Noche;Rural;Carretera principal;Despejado;3;40;19;Femenino;1;0;Grave;17;1;Conducir en estado de ebriedad
218;Brasil;Belo Horizonte;03-01-2022;Noche;Urbano;Carretera principal;Neblinoso;3;93;59;Femenino;1;0;Grave;9;0;Exceso de velocidad
219;Brasil;Belo Horizonte;24-02-2022;Noche;Rural;Carretera principal;Lluvioso;2;48;40;Femenino;1;0;Grave;8;1;Conducir distraido
220;Brasil;Sao Paulo;01-04-2022;Manana;Rural;Calle;Ventoso;4;80;20;Masculino;0;1;No Grave;19;2;Conducir en estado de ebriedad
221;Brasil;Salvador de Bahia;03-04-2022;Tarde;Rural;Calle;Neblinoso;1;72;59;Masculino;0;1;Grave;5;1;Clima
222;Brasil;Belo Horizonte;02-05-2022;Noche;Rural;Calle;Neblinoso;2;93;62;Femenino;0;0;Grave;16;4;Falla mecanica
223;Brasil;Puerto Alegre;12-10-2022;Tarde;Urbano;Carretera;Ventoso;4;50;39;Femenino;0;2;Grave;9;4;Conducir distraido
224;Brasil;Rio De Janeiro;02-01-2022;Noche;Urbano;Carretera principal;Neblinoso;3;104;16;Masculino;1;2;Grave;19;4;Exceso de velocidad
225;Brasil;Puerto Alegre;12-03-2022;Noche;Rural;Carretera;Despejado;1;87;69;Masculino;1;0;Grave;19;3;Conducir distraido
226;Brasil;Rio De Janeiro;03-02-2022;Noche;Urbano;Calle;Nevoso;2;100;23;Femenino;1;1;No Grave;1;1;Conducir distraido
227;Brasil;Sao Paulo;28-04-2022;Manana;Urbano;Calle;Lluvioso;4;91;73;Femenino;0;1;Grave;17;3;Clima
228;Brasil;Puerto Alegre;31-12-2022;Manana;Rural;Calle;Neblinoso;2;57;20;Femenino;2;2;No Grave;5;0;Clima
229;Brasil;Sao Paulo;02-02-2022;Tarde;Rural;Carretera principal;Despejado;3;72;55;Femenino;2;0;No Grave;18;4;Falla mecanica
230;Brasil;Belo Horizonte;02-12-2022;Tarde;Rural;Calle;Despejado;1;47;43;Femenino;0;1;Grave;15;4;Conducir distraido
231;Brasil;Puerto Alegre;31-08-2022;Noche;Urbano;Calle;Ventoso;3;114;16;Masculino;2;1;No Grave;17;0;Clima
232;Brasil;Salvador de Bahia;12-10-2022;Noche;Urbano;Carretera principal;Ventoso;2;38;24;Masculino;2;1;Grave;18;0;Exceso de velocidad
233;Brasil;Sao Paulo;01-03-2022;Manana;Urbano;Carretera;Neblinoso;3;48;42;Masculino;2;1;Grave;14;2;Exceso de velocidad
234;Brasil;Rio De Janeiro;03-05-2022;Noche;Urbano;Carretera;Neblinoso;3;116;31;Masculino;1;2;No Grave;0;0;Clima
235;Brasil;Puerto Alegre;01-05-2022;Tarde;Urbano;Calle;Despejado;1;59;19;Femenino;1;2;Grave;6;3;Conducir en estado de ebriedad
236;Brasil;Belo Horizonte;07-12-2022;Manana;Rural;Carretera principal;Nevoso;2;60;16;Masculino;0;1;Grave;12;0;Falla mecanica
237;Brasil;Puerto Alegre;06-05-2022;Noche;Rural;Carretera principal;Nevoso;2;43;22;Femenino;1;1;No Grave;6;4;Conducir en estado de ebriedad
238;Brasil;Puerto Alegre;12-12-2022;Noche;Urbano;Carretera;Neblinoso;1;36;18;Masculino;0;1;No Grave;8;4;Clima
239;Brasil;Sao Paulo;07-09-2022;Noche;Urbano;Carretera principal;Despejado;3;45;50;Femenino;2;2;No Grave;13;1;Falla mecanica
240;Brasil;Rio De Janeiro;24-01-2022;Noche;Urbano;Carretera principal;Ventoso;3;108;23;Femenino;1;1;No Grave;1;3;Falla mecanica
241;Brasil;Salvador de Bahia;12-11-2022;Manana;Urbano;Carretera;Lluvioso;4;34;66;Femenino;1;0;Grave;10;4;Conducir distraido
242;Brasil;Sao Paulo;02-07-2022;Noche;Urbano;Carretera principal;Ventoso;1;67;23;Femenino;2;2;Grave;8;3;Falla mecanica
243;Brasil;Rio De Janeiro;01-08-2022;Noche;Urbano;Calle;Neblinoso;2;48;69;Femenino;2;1;No Grave;17;1;Conducir distraido
244;Brasil;Rio De Janeiro;28-06-2022;Noche;Rural;Calle;Neblinoso;3;42;16;Femenino;0;1;Grave;0;3;Exceso de velocidad
245;Brasil;Sao Paulo;02-02-2022;Manana;Urbano;Carretera;Nevoso;4;110;63;Masculino;1;0;No Grave;13;4;Exceso de velocidad
246;Brasil;Salvador de Bahia;02-05-2022;Tarde;Urbano;Carretera principal;Lluvioso;2;105;38;Femenino;0;2;Grave;12;4;Conducir en estado de ebriedad
247;Brasil;Sao Paulo;31-10-2022;Tarde;Urbano;Carretera principal;Nevoso;3;50;69;Femenino;1;1;Grave;10;0;Falla mecanica
248;Brasil;Belo Horizonte;07-04-2022;Noche;Rural;Carretera principal;Neblinoso;2;46;43;Masculino;1;1;Grave;5;4;Conducir distraido
249;Brasil;Puerto Alegre;24-07-2022;Manana;Urbano;Carretera;Nevoso;2;81;17;Femenino;0;0;Grave;17;2;Exceso de velocidad
250;Brasil;Rio De Janeiro;12-04-2022;Tarde;Urbano;Carretera principal;Despejado;3;111;35;Femenino;0;2;Grave;16;0;Clima
251;Brasil;Belo Horizonte;02-08-2022;Tarde;Urbano;Carretera;Ventoso;4;112;60;Masculino;2;1;Grave;5;1;Conducir distraido
252;Brasil;Belo Horizonte;06-01-2022;Manana;Rural;Carretera principal;Despejado;2;45;17;Femenino;2;0;No Grave;10;2;Clima
253;Brasil;Rio De Janeiro;03-05-2022;Noche;Rural;Carretera principal;Ventoso;2;52;17;Masculino;2;2;Grave;12;2;Conducir distraido
254;Brasil;Salvador de Bahia;28-04-2022;Tarde;Urbano;Calle;Neblinoso;1;46;27;Femenino;2;2;No Grave;18;3;Conducir distraido
255;Brasil;Sao Paulo;12-03-2022;Tarde;Urbano;Carretera;Despejado;2;50;16;Masculino;1;1;No Grave;0;1;Exceso de velocidad
256;Brasil;Puerto Alegre;02-11-2022;Manana;Urbano;Calle;Ventoso;1;109;16;Masculino;1;0;Grave;9;1;Clima
257;Brasil;Sao Paulo;02-06-2022;Noche;Rural;Calle;Neblinoso;3;55;18;Femenino;0;0;Grave;18;0;Clima
258;Brasil;Rio De Janeiro;31-01-2022;Tarde;Urbano;Carretera principal;Neblinoso;3;59;24;Femenino;0;0;Grave;3;4;Conducir distraido
259;Brasil;Rio De Janeiro;07-05-2022;Manana;Urbano;Carretera principal;Nevoso;1;53;19;Masculino;0;2;No Grave;6;0;Conducir distraido
260;Brasil;Puerto Alegre;12-09-2022;Noche;Rural;Carretera;Nevoso;1;87;70;Masculino;0;0;No Grave;6;4;Conducir en estado de ebriedad
261;Brasil;Puerto Alegre;02-03-2022;Tarde;Urbano;Calle;Despejado;3;54;47;Femenino;2;2;Grave;0;3;Conducir distraido
262;Brasil;Salvador de Bahia;03-03-2022;Noche;Rural;Calle;Nevoso;4;105;53;Femenino;0;1;No Grave;18;0;Conducir en estado de ebriedad
263;Brasil;Salvador de Bahia;02-05-2022;Noche;Rural;Carretera;Neblinoso;3;81;73;Masculino;2;0;Grave;0;0;Conducir distraido
264;Brasil;Puerto Alegre;01-06-2022;Noche;Urbano;Carretera principal;Neblinoso;4;70;16;Femenino;0;2;Grave;18;2;Conducir en estado de ebriedad
265;Brasil;Rio De Janeiro;12-10-2022;Tarde;Urbano;Calle;Lluvioso;1;43;65;Femenino;0;1;No Grave;13;2;Conducir distraido
266;Brasil;Salvador de Bahia;02-12-2022;Noche;Rural;Carretera principal;Lluvioso;2;101;16;Femenino;1;1;Grave;4;2;Clima
267;Brasil;Puerto Alegre;31-12-2022;Manana;Rural;Carretera principal;Lluvioso;4;65;20;Masculino;0;2;No Grave;11;0;Falla mecanica
268;Brasil;Belo Horizonte;03-09-2022;Noche;Urbano;Carretera;Nevoso;3;55;17;Masculino;2;0;Grave;14;2;Clima
269;Brasil;Sao Paulo;02-05-2022;Noche;Rural;Calle;Ventoso;2;99;20;Femenino;1;2;Grave;13;1;Exceso de velocidad
270;Brasil;Belo Horizonte;03-02-2022;Tarde;Rural;Calle;Neblinoso;3;114;61;Masculino;0;2;No Grave;10;1;Exceso de velocidad
271;Brasil;Salvador de Bahia;02-10-2022;Manana;Rural;Carretera;Despejado;1;82;22;Masculino;0;0;Grave;0;4;Exceso de velocidad
272;Brasil;Salvador de Bahia;07-06-2022;Manana;Urbano;Carretera;Despejado;3;96;29;Femenino;1;0;Grave;2;4;Falla mecanica
273;Brasil;Puerto Alegre;12-11-2022;Noche;Urbano;Carretera principal;Nevoso;3;81;33;Masculino;0;1;No Grave;17;4;Falla mecanica
274;Brasil;Salvador de Bahia;31-12-2022;Noche;Urbano;Carretera principal;Lluvioso;4;44;17;Masculino;1;2;No Grave;3;2;Conducir en estado de ebriedad
275;Brasil;Puerto Alegre;02-02-2022;Manana;Rural;Carretera principal;Ventoso;1;74;26;Masculino;0;1;Grave;11;1;Exceso de velocidad
276;Brasil;Rio De Janeiro;05-03-2022;Manana;Urbano;Carretera principal;Lluvioso;2;100;44;Masculino;0;0;No Grave;12;0;Conducir en estado de ebriedad
277;Brasil;Sao Paulo;12-12-2022;Noche;Rural;Carretera;Ventoso;3;38;70;Femenino;1;2;No Grave;1;2;Falla mecanica
278;Brasil;Rio De Janeiro;02-05-2022;Noche;Rural;Calle;Lluvioso;4;77;16;Masculino;2;0;Grave;10;0;Exceso de velocidad
279;Brasil;Puerto Alegre;12-09-2022;Noche;Urbano;Calle;Ventoso;4;50;19;Femenino;1;0;Grave;17;1;Clima
280;Brasil;Salvador de Bahia;03-02-2022;Noche;Urbano;Carretera;Ventoso;3;90;56;Masculino;1;0;Grave;9;3;Conducir en estado de ebriedad
281;Brasil;Belo Horizonte;06-08-2022;Noche;Rural;Calle;Lluvioso;3;77;48;Masculino;0;1;Grave;15;1;Conducir distraido
282;Brasil;Salvador de Bahia;24-06-2022;Noche;Urbano;Calle;Nevoso;1;56;20;Masculino;0;0;No Grave;5;1;Falla mecanica
283;Brasil;Puerto Alegre;05-10-2022;Noche;Urbano;Carretera principal;Despejado;3;41;27;Masculino;0;2;Grave;0;3;Conducir en estado de ebriedad
284;Brasil;Belo Horizonte;02-02-2022;Manana;Urbano;Carretera principal;Lluvioso;4;59;44;Masculino;2;2;Grave;16;2;Falla mecanica
285;Brasil;Puerto Alegre;06-12-2022;Noche;Rural;Carretera;Lluvioso;1;109;21;Masculino;2;1;Grave;15;3;Conducir en estado de ebriedad
286;Brasil;Rio De Janeiro;07-05-2022;Manana;Rural;Carretera;Neblinoso;4;49;44;Femenino;0;2;No Grave;19;3;Clima
287;Brasil;Puerto Alegre;01-02-2022;Noche;Urbano;Carretera;Nevoso;4;92;33;Femenino;2;1;Grave;4;4;Exceso de velocidad
288;Brasil;Rio De Janeiro;12-11-2022;Manana;Urbano;Carretera principal;Neblinoso;3;80;26;Femenino;0;0;Grave;13;4;Clima
289;Brasil;Belo Horizonte;03-02-2022;Manana;Urbano;Calle;Neblinoso;4;34;26;Masculino;0;0;Grave;11;1;Falla mecanica
290;Brasil;Sao Paulo;31-05-2022;Noche;Urbano;Carretera;Nevoso;2;81;32;Masculino;0;2;Grave;11;2;Conducir en estado de ebriedad
291;Brasil;Belo Horizonte;07-01-2022;Tarde;Rural;Calle;Ventoso;3;36;74;Masculino;2;2;Grave;8;4;Exceso de velocidad
292;Brasil;Sao Paulo;24-08-2022;Noche;Rural;Carretera;Lluvioso;3;110;28;Masculino;2;0;Grave;15;2;Exceso de velocidad
293;Brasil;Puerto Alegre;03-03-2022;Tarde;Urbano;Carretera principal;Neblinoso;3;60;24;Masculino;1;1;Grave;19;1;Conducir distraido
294;Brasil;Sao Paulo;06-05-2022;Noche;Urbano;Calle;Lluvioso;3;35;64;Masculino;0;1;Grave;3;1;Conducir distraido
295;Brasil;Belo Horizonte;28-09-2022;Tarde;Urbano;Calle;Neblinoso;2;106;18;Femenino;1;2;No Grave;11;1;Conducir distraido
296;Brasil;Belo Horizonte;12-05-2022;Tarde;Urbano;Carretera principal;Ventoso;2;41;30;Femenino;1;0;Grave;15;1;Falla mecanica
297;Brasil;Sao Paulo;02-08-2022;Noche;Urbano;Calle;Nevoso;3;60;63;Femenino;0;0;Grave;8;4;Conducir en estado de ebriedad
298;Brasil;Rio De Janeiro;06-06-2022;Noche;Urbano;Carretera principal;Lluvioso;3;51;17;Femenino;0;1;No Grave;7;1;Conducir en estado de ebriedad
299;Brasil;Salvador de Bahia;01-11-2022;Manana;Rural;Carretera principal;Lluvioso;4;65;37;Masculino;0;1;Grave;11;2;Conducir en estado de ebriedad
300;Brasil;Belo Horizonte;24-07-2022;Noche;Rural;Calle;Neblinoso;4;43;68;Masculino;0;2;No Grave;13;4;Clima
301;Brasil;Belo Horizonte;31-12-2022;Manana;Rural;Carretera principal;Despejado;2;104;51;Femenino;1;0;No Grave;0;0;Conducir en estado de ebriedad
302;Brasil;Sao Paulo;06-11-2022;Tarde;Rural;Calle;Neblinoso;3;109;48;Femenino;1;0;Grave;12;1;Conducir distraido
303;Brasil;Salvador de Bahia;31-12-2022;Noche;Rural;Carretera principal;Lluvioso;3;42;17;Femenino;2;0;Grave;16;4;Conducir distraido
304;Brasil;Puerto Alegre;31-07-2022;Tarde;Urbano;Carretera principal;Ventoso;3;83;72;Masculino;0;1;Grave;14;3;Conducir en estado de ebriedad
305;Brasil;Sao Paulo;28-04-2022;Noche;Urbano;Carretera;Neblinoso;3;64;23;Femenino;0;2;Grave;17;4;Clima
306;Brasil;Belo Horizonte;07-09-2022;Noche;Urbano;Carretera principal;Ventoso;4;97;22;Femenino;0;1;No Grave;18;2;Conducir distraido
307;Brasil;Belo Horizonte;02-09-2022;Noche;Rural;Carretera;Neblinoso;4;64;16;Femenino;1;1;Grave;10;4;Clima
308;Brasil;Salvador de Bahia;03-09-2022;Tarde;Urbano;Carretera principal;Despejado;2;106;56;Masculino;2;0;Grave;15;1;Conducir distraido
309;Brasil;Belo Horizonte;31-01-2022;Manana;Rural;Calle;Nevoso;2;48;48;Femenino;0;2;Grave;1;0;Exceso de velocidad
310;Brasil;Sao Paulo;12-03-2022;Noche;Rural;Carretera;Despejado;4;42;33;Masculino;0;2;Grave;12;3;Clima
311;Brasil;Rio De Janeiro;02-02-2022;Noche;Urbano;Calle;Nevoso;2;97;64;Femenino;0;0;No Grave;18;4;Clima
312;Brasil;Puerto Alegre;07-02-2022;Tarde;Urbano;Carretera principal;Neblinoso;4;80;39;Femenino;1;2;No Grave;5;3;Conducir en estado de ebriedad
313;Brasil;Puerto Alegre;12-02-2022;Tarde;Urbano;Calle;Nevoso;1;95;16;Masculino;2;0;No Grave;19;3;Conducir en estado de ebriedad
314;Brasil;Sao Paulo;12-02-2022;Noche;Urbano;Carretera principal;Neblinoso;2;112;27;Masculino;0;2;No Grave;14;1;Exceso de velocidad
315;Brasil;Salvador de Bahia;31-10-2022;Tarde;Urbano;Carretera;Ventoso;2;94;72;Masculino;0;1;Grave;18;2;Conducir en estado de ebriedad
316;Brasil;Sao Paulo;01-10-2022;Noche;Urbano;Carretera;Ventoso;3;96;45;Femenino;1;1;No Grave;11;4;Exceso de velocidad
317;Brasil;Salvador de Bahia;05-08-2022;Noche;Urbano;Carretera principal;Lluvioso;3;50;24;Femenino;1;1;No Grave;18;3;Clima
318;Brasil;Rio De Janeiro;02-12-2022;Tarde;Urbano;Calle;Nevoso;4;58;17;Femenino;1;2;Grave;9;4;Conducir en estado de ebriedad
319;Brasil;Puerto Alegre;06-01-2022;Noche;Rural;Carretera;Lluvioso;2;57;19;Femenino;2;1;Grave;18;4;Conducir distraido
320;Brasil;Sao Paulo;12-06-2022;Noche;Urbano;Carretera;Neblinoso;1;102;65;Masculino;0;1;Grave;2;2;Conducir distraido
321;Brasil;Salvador de Bahia;03-01-2022;Noche;Rural;Carretera;Neblinoso;1;58;17;Masculino;1;2;No Grave;11;0;Clima
322;Brasil;Sao Paulo;02-10-2022;Manana;Urbano;Calle;Nevoso;1;67;25;Femenino;0;0;Grave;12;1;Conducir distraido
323;Brasil;Puerto Alegre;31-12-2022;Tarde;Rural;Carretera principal;Lluvioso;3;53;40;Masculino;2;1;Grave;16;1;Exceso de velocidad
324;Brasil;Rio De Janeiro;05-05-2022;Tarde;Rural;Carretera principal;Despejado;1;54;17;Masculino;1;1;No Grave;12;1;Conducir en estado de ebriedad
325;Brasil;Rio De Janeiro;05-01-2022;Noche;Rural;Calle;Neblinoso;2;94;54;Masculino;0;0;Grave;16;0;Exceso de velocidad
326;Brasil;Salvador de Bahia;31-12-2022;Manana;Urbano;Carretera;Neblinoso;4;38;16;Femenino;0;2;Grave;4;0;Conducir distraido
327;Brasil;Belo Horizonte;04-08-2022;Manana;Rural;Carretera;Lluvioso;4;97;30;Masculino;2;2;No Grave;10;3;Exceso de velocidad
328;Brasil;Sao Paulo;24-12-2022;Manana;Rural;Carretera principal;Lluvioso;4;54;66;Femenino;1;1;Grave;10;1;Conducir en estado de ebriedad
329;Brasil;Salvador de Bahia;12-12-2022;Tarde;Rural;Carretera principal;Nevoso;1;97;23;Masculino;0;1;Grave;2;4;Conducir distraido
330;Brasil;Puerto Alegre;06-06-2022;Noche;Rural;Calle;Ventoso;1;52;33;Femenino;0;1;No Grave;0;2;Conducir distraido
331;Brasil;Salvador de Bahia;02-07-2022;Tarde;Rural;Carretera;Ventoso;4;101;75;Masculino;2;1;Grave;6;2;Falla mecanica
332;Brasil;Salvador de Bahia;04-05-2022;Noche;Rural;Calle;Neblinoso;1;71;25;Femenino;0;1;Grave;7;3;Conducir en estado de ebriedad
333;Brasil;Belo Horizonte;31-07-2022;Manana;Rural;Calle;Lluvioso;2;99;75;Masculino;0;1;Grave;17;4;Clima
334;Brasil;Sao Paulo;31-01-2022;Manana;Urbano;Carretera principal;Ventoso;1;119;16;Femenino;2;0;No Grave;13;4;Conducir distraido
335;Brasil;Puerto Alegre;06-08-2022;Noche;Urbano;Calle;Ventoso;3;72;16;Masculino;0;0;No Grave;10;2;Falla mecanica
336;Brasil;Rio De Janeiro;28-06-2022;Noche;Urbano;Calle;Nevoso;4;33;30;Femenino;0;0;Grave;19;2;Exceso de velocidad
337;Brasil;Salvador de Bahia;12-05-2022;Tarde;Rural;Carretera principal;Neblinoso;1;81;16;Masculino;1;0;Grave;18;1;Conducir distraido
338;Brasil;Salvador de Bahia;03-04-2022;Tarde;Urbano;Calle;Neblinoso;2;58;21;Femenino;0;1;Grave;16;4;Conducir en estado de ebriedad
339;Brasil;Sao Paulo;02-07-2022;Noche;Rural;Carretera;Neblinoso;3;60;40;Masculino;2;2;Grave;8;2;Clima
340;Brasil;Salvador de Bahia;06-01-2022;Tarde;Urbano;Carretera;Despejado;2;84;65;Femenino;0;1;No Grave;2;4;Conducir distraido
341;Brasil;Belo Horizonte;31-07-2022;Noche;Rural;Carretera;Neblinoso;4;86;28;Masculino;0;1;Grave;13;4;Clima
342;Brasil;Salvador de Bahia;02-06-2022;Noche;Urbano;Calle;Neblinoso;2;66;63;Femenino;1;0;Grave;18;2;Conducir distraido
343;Brasil;Belo Horizonte;05-01-2022;Manana;Rural;Calle;Lluvioso;3;83;38;Femenino;0;0;Grave;0;2;Falla mecanica
344;Brasil;Puerto Alegre;02-11-2022;Noche;Urbano;Calle;Neblinoso;1;64;22;Masculino;2;1;No Grave;12;2;Conducir en estado de ebriedad
345;Brasil;Rio De Janeiro;28-11-2022;Tarde;Rural;Carretera;Despejado;2;88;24;Masculino;2;0;Grave;0;3;Falla mecanica
346;Brasil;Salvador de Bahia;05-09-2022;Tarde;Urbano;Carretera principal;Nevoso;2;42;32;Masculino;0;0;Grave;18;3;Falla mecanica
347;Brasil;Sao Paulo;06-12-2022;Tarde;Urbano;Carretera;Despejado;4;61;17;Masculino;0;2;Grave;8;4;Exceso de velocidad
348;Brasil;Belo Horizonte;28-04-2022;Manana;Urbano;Carretera;Nevoso;2;115;40;Masculino;0;2;Grave;9;0;Falla mecanica
349;Brasil;Puerto Alegre;24-03-2022;Noche;Rural;Carretera;Despejado;1;58;48;Femenino;0;2;Grave;18;0;Falla mecanica
350;Brasil;Sao Paulo;05-02-2022;Tarde;Rural;Carretera;Despejado;1;54;36;Masculino;1;1;No Grave;0;3;Conducir distraido
351;Brasil;Rio De Janeiro;12-02-2022;Tarde;Rural;Carretera principal;Lluvioso;3;73;17;Femenino;0;0;Grave;18;0;Falla mecanica
352;Brasil;Salvador de Bahia;02-05-2022;Tarde;Rural;Calle;Neblinoso;4;73;58;Femenino;1;1;No Grave;6;2;Falla mecanica
353;Brasil;Rio De Janeiro;02-05-2022;Noche;Urbano;Carretera principal;Nevoso;3;115;58;Femenino;2;1;Grave;0;1;Falla mecanica
354;Brasil;Sao Paulo;12-06-2022;Tarde;Urbano;Carretera principal;Ventoso;1;96;22;Masculino;1;1;Grave;2;1;Conducir en estado de ebriedad
355;Brasil;Puerto Alegre;02-09-2022;Noche;Urbano;Carretera principal;Nevoso;2;46;26;Masculino;0;0;No Grave;2;1;Falla mecanica
356;Brasil;Puerto Alegre;07-03-2022;Noche;Rural;Calle;Neblinoso;2;97;16;Masculino;2;2;Grave;7;4;Exceso de velocidad
357;Brasil;Rio De Janeiro;12-08-2022;Noche;Rural;Carretera;Nevoso;1;94;28;Femenino;2;2;No Grave;1;2;Clima
358;Brasil;Puerto Alegre;03-04-2022;Noche;Urbano;Calle;Despejado;2;75;55;Masculino;1;0;Grave;1;4;Clima
359;Brasil;Salvador de Bahia;05-02-2022;Noche;Urbano;Carretera principal;Despejado;1;30;19;Femenino;1;2;Grave;16;4;Conducir distraido
360;Brasil;Salvador de Bahia;07-07-2022;Noche;Urbano;Calle;Despejado;4;76;75;Masculino;1;1;No Grave;9;2;Conducir distraido
361;Brasil;Belo Horizonte;28-02-2022;Tarde;Rural;Calle;Ventoso;3;92;17;Femenino;0;2;No Grave;5;4;Clima
362;Brasil;Salvador de Bahia;05-04-2022;Noche;Rural;Carretera;Despejado;1;51;64;Masculino;1;1;Grave;10;1;Exceso de velocidad
